freq_hz,coherence
0.000000,0.000257
0.976562,0.013619
1.953125,0.071057
2.929688,0.067074
3.906250,0.007298
4.882812,0.031014
5.859375,0.012139
6.835938,0.029901
7.812500,0.022163
8.789062,0.092641
9.765625,0.032015
10.742188,0.004967
11.718750,0.003331
12.695312,0.003827
13.671875,0.008809
14.648438,0.015486
15.625000,0.019402
16.601562,0.003499
17.578125,0.008596
18.554688,0.008833
19.531250,0.047182
20.507812,0.027827
21.484375,0.000366
22.460938,0.010192
23.437500,0.011379
24.414062,0.018899
25.390625,0.009406
26.367188,0.024364
27.343750,0.019636
28.320312,0.020562
29.296875,0.015202
30.273438,0.013214
31.250000,0.053916
32.226562,0.072162
33.203125,0.018257
34.179688,0.010968
35.156250,0.099612
36.132812,0.062872
37.109375,0.009071
38.085938,0.002999
39.062500,0.078652
40.039062,0.055750
41.015625,0.007442
41.992188,0.005701
42.968750,0.087294
43.945312,0.078890
44.921875,0.021025
45.898438,0.042652
46.875000,0.018177
47.851562,0.202431
48.828125,0.294614
49.804688,0.044887
50.781250,0.058839
51.757812,0.012039
52.734375,0.005004
53.710938,0.046200
54.687500,0.025785
55.664062,0.000078
56.640625,0.021239
57.617188,0.028848
58.593750,0.048043
59.570312,0.033418
60.546875,0.003267
61.523438,0.024397
62.500000,0.008038
63.476562,0.010217
64.453125,0.018127
65.429688,0.006519
66.406250,0.000719
67.382812,0.138477
68.359375,0.372585
69.335938,0.352416
70.312500,0.138922
71.289062,0.017437
72.265625,0.016898
73.242188,0.067251
74.218750,0.214949
75.195312,0.092539
76.171875,0.033668
77.148438,0.017376
78.125000,0.032192
79.101562,0.027409
80.078125,0.036302
81.054688,0.029111
82.031250,0.038475
83.007812,0.001515
83.984375,0.016982
84.960938,0.064915
85.937500,0.050893
86.914062,0.141169
87.890625,0.162277
88.867188,0.045241
89.843750,0.007925
90.820312,0.030151
91.796875,0.002848
92.773438,0.014739
93.750000,0.024819
94.726562,0.000074
95.703125,0.015875
96.679688,0.128886
97.656250,0.137996
98.632812,0.155857
99.609375,0.026479
100.585938,0.021628
101.562500,0.004833
102.539062,0.028407
103.515625,0.000218
104.492188,0.001392
105.468750,0.018852
106.445312,0.011668
107.421875,0.000640
108.398438,0.015072
109.375000,0.067222
110.351562,0.245401
111.328125,0.235229
112.304688,0.071500
113.281250,0.035295
114.257812,0.022576
115.234375,0.029936
116.210938,0.095499
117.187500,0.012258
118.164062,0.183309
119.140625,0.055620
120.117188,0.046741
121.093750,0.024314
122.070312,0.007895
123.046875,0.029598
124.023438,0.005719
125.000000,0.007534
125.976562,0.046698
126.953125,0.077926
127.929688,0.036019
128.906250,0.020900
129.882812,0.026203
130.859375,0.237201
131.835938,0.259341
132.812500,0.183861
133.789062,0.045424
134.765625,0.005322
135.742188,0.056105
136.718750,0.139911
137.695312,0.059561
138.671875,0.105831
139.648438,0.088414
140.625000,0.167539
141.601562,0.176064
142.578125,0.064816
143.554688,0.000234
144.531250,0.068167
145.507812,0.069061
146.484375,0.143046
147.460938,0.179887
148.437500,0.007913
149.414062,0.085594
150.390625,0.013708
151.367188,0.012504
152.343750,0.045873
153.320312,0.006632
154.296875,0.014644
155.273438,0.034578
156.250000,0.031658
157.226562,0.069608
158.203125,0.136412
159.179688,0.039808
160.156250,0.120369
161.132812,0.132205
162.109375,0.069349
163.085938,0.048007
164.062500,0.009105
165.039062,0.014028
166.015625,0.015571
166.992188,0.043092
167.968750,0.073219
168.945312,0.084607
169.921875,0.037243
170.898438,0.002178
171.875000,0.011672
172.851562,0.037223
173.828125,0.065287
174.804688,0.034140
175.781250,0.020598
176.757812,0.010687
177.734375,0.043516
178.710938,0.106156
179.687500,0.106511
180.664062,0.008104
181.640625,0.027130
182.617188,0.000238
183.593750,0.006706
184.570312,0.018802
185.546875,0.059443
186.523438,0.063164
187.500000,0.047874
188.476562,0.015040
189.453125,0.032644
190.429688,0.015555
191.406250,0.094214
192.382812,0.069097
193.359375,0.049477
194.335938,0.074421
195.312500,0.015196
196.289062,0.044794
197.265625,0.073960
198.242188,0.039556
199.218750,0.017859
200.195312,0.011840
201.171875,0.009850
202.148438,0.034325
203.125000,0.117085
204.101562,0.034161
205.078125,0.008623
206.054688,0.003367
207.031250,0.050831
208.007812,0.000886
208.984375,0.014503
209.960938,0.040623
210.937500,0.048105
211.914062,0.026226
212.890625,0.033656
213.867188,0.063776
214.843750,0.088279
215.820312,0.086375
216.796875,0.023997
217.773438,0.023081
218.750000,0.026776
219.726562,0.042924
220.703125,0.155413
221.679688,0.066543
222.656250,0.030427
223.632812,0.214849
224.609375,0.021999
225.585938,0.019509
226.562500,0.010294
227.539062,0.056911
228.515625,0.038503
229.492188,0.074128
230.468750,0.020427
231.445312,0.009904
232.421875,0.073806
233.398438,0.105203
234.375000,0.057014
235.351562,0.019309
236.328125,0.002794
237.304688,0.003005
238.281250,0.062433
239.257812,0.007427
240.234375,0.005393
241.210938,0.082547
242.187500,0.012639
243.164062,0.030981
244.140625,0.068688
245.117188,0.007511
246.093750,0.002295
247.070312,0.119590
248.046875,0.026588
249.023438,0.019561
250.000000,0.054443
250.976562,0.004750
251.953125,0.020909
252.929688,0.016747
253.906250,0.049675
254.882812,0.020616
255.859375,0.022012
256.835938,0.062001
257.812500,0.023539
258.789062,0.080026
259.765625,0.062795
260.742188,0.007066
261.718750,0.058658
262.695312,0.009073
263.671875,0.018833
264.648438,0.013021
265.625000,0.024552
266.601562,0.021082
267.578125,0.090622
268.554688,0.052596
269.531250,0.013782
270.507812,0.047588
271.484375,0.045702
272.460938,0.002970
273.437500,0.006811
274.414062,0.055299
275.390625,0.040545
276.367188,0.002392
277.343750,0.003009
278.320312,0.009087
279.296875,0.034947
280.273438,0.007525
281.250000,0.010233
282.226562,0.006465
283.203125,0.003380
284.179688,0.020624
285.156250,0.006889
286.132812,0.004658
287.109375,0.052752
288.085938,0.021402
289.062500,0.018365
290.039062,0.007967
291.015625,0.014225
291.992188,0.066121
292.968750,0.058644
293.945312,0.008793
294.921875,0.062966
295.898438,0.000626
296.875000,0.033856
297.851562,0.030296
298.828125,0.004689
299.804688,0.028536
300.781250,0.122037
301.757812,0.028175
302.734375,0.020569
303.710938,0.018834
304.687500,0.005898
305.664062,0.036035
306.640625,0.020740
307.617188,0.012438
308.593750,0.028584
309.570312,0.034248
310.546875,0.006958
311.523438,0.120038
312.500000,0.120471
313.476562,0.001550
