freq_hz,lsd
0.000000,3.789687
0.625000,3.259179
1.250000,3.373506
1.875000,3.175039
2.500000,2.963434
3.125000,2.853038
3.750000,2.252692
4.375000,2.183227
5.000000,2.183152
5.625000,2.164471
6.250000,2.006358
6.875000,1.901901
7.500000,1.842027
8.125000,1.801638
8.750000,1.956885
9.375000,2.126431
10.000000,2.215243
10.625000,2.113665
11.250000,2.176829
11.875000,2.219989
12.500000,2.287097
13.125000,2.150282
13.750000,1.841372
14.375000,1.975015
15.000000,2.101762
15.625000,2.155734
16.250000,1.859938
16.875000,1.718807
17.500000,1.623096
18.125000,1.517741
18.750000,1.390125
19.375000,1.332253
20.000000,1.329067
20.625000,1.322176
21.250000,1.410954
21.875000,1.545252
22.500000,1.661095
23.125000,1.280352
23.750000,1.409150
24.375000,1.370744
25.000000,1.565663
25.625000,1.209245
26.250000,1.148964
26.875000,1.163733
27.500000,1.214798
28.125000,1.071901
28.750000,1.407681
29.375000,1.207222
30.000000,1.175805
30.625000,1.158856
31.250000,1.115841
31.875000,1.182797
32.500000,1.061318
33.125000,1.072360
33.750000,1.087895
34.375000,1.257698
35.000000,1.149014
35.625000,0.906616
36.250000,1.040315
36.875000,0.921242
37.500000,0.923382
38.125000,1.112865
38.750000,1.012665
39.375000,1.275556
40.000000,0.964491
40.625000,0.848475
41.250000,0.883341
41.875000,1.004963
42.500000,1.211380
43.125000,1.300388
43.750000,1.102337
44.375000,1.087990
45.000000,1.049784
45.625000,1.368312
46.250000,1.227730
46.875000,1.151321
47.500000,1.089656
48.125000,1.424705
48.750000,1.638812
49.375000,1.688644
50.000000,1.428116
50.625000,1.281988
51.250000,1.270637
51.875000,1.095848
52.500000,1.099418
53.125000,1.149168
53.750000,1.102318
54.375000,1.619740
55.000000,1.502169
55.625000,1.486949
56.250000,1.255630
56.875000,1.302972
57.500000,1.383345
58.125000,1.403460
58.750000,1.551358
59.375000,1.310887
60.000000,1.320549
60.625000,1.148264
61.250000,1.100313
61.875000,1.307250
62.500000,1.223834
63.125000,1.286804
63.750000,1.030978
64.375000,1.246669
65.000000,1.394620
65.625000,1.748671
66.250000,1.752820
66.875000,1.616206
67.500000,1.256546
68.125000,1.006317
68.750000,1.118277
69.375000,0.963769
70.000000,1.122805
70.625000,1.059323
71.250000,1.180168
71.875000,1.424620
72.500000,1.470511
73.125000,1.502432
73.750000,1.505117
74.375000,1.502210
75.000000,1.198780
75.625000,1.155515
76.250000,1.253934
76.875000,1.492184
77.500000,1.331074
78.125000,1.253506
78.750000,1.297238
79.375000,1.177509
80.000000,1.144886
80.625000,1.332050
81.250000,1.410851
81.875000,1.320837
82.500000,1.324162
83.125000,1.289289
83.750000,1.344265
84.375000,1.279214
85.000000,1.315037
85.625000,1.218741
86.250000,1.214256
86.875000,1.264919
87.500000,1.681955
88.125000,1.504259
88.750000,1.242442
89.375000,1.038207
90.000000,1.324123
90.625000,1.461923
91.250000,1.359017
91.875000,1.379431
92.500000,1.359290
93.125000,1.280913
93.750000,1.386097
94.375000,1.167524
95.000000,1.070876
95.625000,1.275897
96.250000,1.363376
