freq_hz,coherence
0.000000,0.000273
0.312500,0.001884
0.625000,0.026963
0.937500,0.235556
1.250000,0.131072
1.562500,0.141100
1.875000,0.190988
2.187500,0.031699
2.500000,0.054021
2.812500,0.074215
3.125000,0.020377
3.437500,0.097720
3.750000,0.393647
4.062500,0.467989
4.375000,0.115996
4.687500,0.132023
5.000000,0.234490
5.312500,0.035358
5.625000,0.121271
5.937500,0.156000
6.250000,0.045093
6.562500,0.163307
6.875000,0.080380
7.187500,0.157852
7.500000,0.263832
7.812500,0.164002
8.125000,0.025375
8.437500,0.132710
8.750000,0.010775
9.062500,0.198599
9.375000,0.076059
9.687500,0.015683
10.000000,0.167687
10.312500,0.185992
10.625000,0.011994
10.937500,0.273683
11.250000,0.264393
11.562500,0.224381
11.875000,0.290347
12.187500,0.101727
12.500000,0.116762
12.812500,0.067241
13.125000,0.121172
13.437500,0.036036
13.750000,0.014179
14.062500,0.124994
14.375000,0.275917
14.687500,0.329326
15.000000,0.308912
15.312500,0.222758
15.625000,0.214394
15.937500,0.048817
16.250000,0.148398
16.562500,0.080689
16.875000,0.012194
17.187500,0.197996
17.500000,0.449705
17.812500,0.232842
18.125000,0.334802
18.437500,0.293850
18.750000,0.136777
19.062500,0.109026
19.375000,0.039393
19.687500,0.274732
20.000000,0.023353
20.312500,0.000895
20.625000,0.054523
20.937500,0.072961
21.250000,0.001046
21.562500,0.001549
21.875000,0.066773
22.187500,0.047920
22.500000,0.082458
22.812500,0.343641
23.125000,0.055413
23.437500,0.042290
23.750000,0.104785
24.062500,0.160965
24.375000,0.115014
24.687500,0.077141
25.000000,0.103012
25.312500,0.187849
25.625000,0.085171
25.937500,0.084296
26.250000,0.019775
26.562500,0.131138
26.875000,0.167082
27.187500,0.118976
27.500000,0.161676
27.812500,0.028351
28.125000,0.129918
28.437500,0.070207
28.750000,0.372292
29.062500,0.092433
29.375000,0.117832
29.687500,0.115661
30.000000,0.134167
30.312500,0.118085
30.625000,0.128194
30.937500,0.092424
31.250000,0.096997
31.562500,0.026469
31.875000,0.021487
32.187500,0.025562
32.500000,0.078876
32.812500,0.107976
33.125000,0.087114
33.437500,0.071676
33.750000,0.059285
34.062500,0.037281
34.375000,0.048623
34.687500,0.078428
35.000000,0.180102
35.312500,0.124396
35.625000,0.083928
35.937500,0.177070
36.250000,0.049186
36.562500,0.016313
36.875000,0.054041
37.187500,0.090114
37.500000,0.037696
37.812500,0.007104
38.125000,0.019122
38.437500,0.104127
38.750000,0.050493
39.062500,0.040643
39.375000,0.102855
39.687500,0.229951
40.000000,0.289868
40.312500,0.032942
40.625000,0.088851
40.937500,0.046960
41.250000,0.099077
41.562500,0.040618
41.875000,0.169962
42.187500,0.043652
42.500000,0.055495
42.812500,0.021679
43.125000,0.090102
43.437500,0.069789
43.750000,0.024600
44.062500,0.149020
44.375000,0.128431
44.687500,0.101169
45.000000,0.070911
45.312500,0.181434
45.625000,0.039949
45.937500,0.120284
46.250000,0.192895
46.562500,0.217640
46.875000,0.038452
47.187500,0.171874
47.500000,0.008330
47.812500,0.012966
48.125000,0.071166
48.437500,0.018871
48.750000,0.023567
49.062500,0.051070
49.375000,0.116220
49.687500,0.118855
50.000000,0.118341
50.312500,0.099745
50.625000,0.181250
50.937500,0.321988
51.250000,0.064720
51.562500,0.012012
51.875000,0.268460
52.187500,0.124752
52.500000,0.012952
52.812500,0.118812
53.125000,0.201909
53.437500,0.034004
53.750000,0.103302
54.062500,0.361532
54.375000,0.473579
54.687500,0.595150
55.000000,0.353311
55.312500,0.216686
55.625000,0.028286
55.937500,0.066923
56.250000,0.043281
