freq_hz,lsd
623.046875,1.255045
625.000000,1.266073
626.953125,1.141677
628.906250,1.214104
630.859375,1.127838
632.812500,1.205757
634.765625,1.087788
636.718750,1.032672
638.671875,1.044871
640.625000,0.980714
642.578125,1.111856
644.531250,1.249590
646.484375,1.164403
648.437500,1.042835
650.390625,1.069121
652.343750,1.171885
654.296875,1.324632
656.250000,1.094047
658.203125,1.193017
660.156250,1.608984
662.109375,1.318148
664.062500,1.235404
666.015625,1.169528
667.968750,1.282096
669.921875,1.199676
671.875000,1.166916
673.828125,1.115176
675.781250,1.102145
677.734375,1.241253
679.687500,1.149710
681.640625,1.275598
683.593750,1.295679
685.546875,1.209854
687.500000,1.242291
689.453125,1.078421
691.406250,1.213976
693.359375,1.223676
695.312500,1.280578
697.265625,1.188040
699.218750,1.062165
701.171875,1.193601
703.125000,1.196633
705.078125,1.259419
707.031250,1.228365
708.984375,1.315041
710.937500,1.107169
712.890625,1.152079
714.843750,1.109022
716.796875,1.184110
718.750000,1.242264
720.703125,1.185713
722.656250,1.134103
724.609375,1.251712
726.562500,1.136885
728.515625,1.098938
730.468750,1.257378
732.421875,1.153538
734.375000,1.287938
736.328125,1.450539
738.281250,1.455456
740.234375,1.289136
742.187500,1.373355
744.140625,1.186061
746.093750,1.268799
748.046875,1.356429
750.000000,1.387186
751.953125,1.273280
753.906250,1.265909
755.859375,1.026543
757.812500,1.041478
759.765625,1.070363
761.718750,1.111605
763.671875,1.120335
765.625000,1.100326
767.578125,1.133540
769.531250,1.149593
771.484375,1.178750
773.437500,1.116880
775.390625,1.221921
777.343750,1.285426
779.296875,1.354757
781.250000,1.318890
783.203125,1.404798
785.156250,1.402436
787.109375,1.419557
789.062500,1.301898
791.015625,1.221818
792.968750,1.363045
794.921875,1.351084
796.875000,1.286039
798.828125,1.237867
800.781250,1.269120
802.734375,1.248147
804.687500,1.259730
806.640625,1.241822
808.593750,1.205484
810.546875,1.142114
812.500000,1.188199
814.453125,1.089612
816.406250,1.128380
818.359375,1.156622
820.312500,1.161930
822.265625,1.138744
824.218750,1.024270
826.171875,1.106444
828.125000,1.070041
830.078125,1.180349
832.031250,1.230689
833.984375,1.051896
835.937500,1.090803
837.890625,1.140493
839.843750,1.089945
841.796875,1.188722
843.750000,1.156915
845.703125,1.291669
847.656250,1.233700
849.609375,1.245439
851.562500,1.232521
853.515625,1.145759
855.468750,1.113799
857.421875,1.225124
859.375000,1.141801
861.328125,1.107800
863.281250,1.143619
865.234375,1.078294
867.187500,1.073132
869.140625,1.109954
871.093750,1.086843
873.046875,0.990831
875.000000,1.234876
876.953125,1.125374
878.906250,1.425206
880.859375,1.388146
882.812500,1.180410
884.765625,1.239334
886.718750,1.146421
888.671875,1.142147
890.625000,1.233091
892.578125,1.329239
894.531250,1.291515
896.484375,1.297106
898.437500,1.122532
900.390625,1.297102
902.343750,1.190806
904.296875,1.199589
906.250000,1.283352
908.203125,1.265857
910.156250,1.292187
912.109375,1.290260
914.062500,1.230570
916.015625,1.115835
917.968750,1.137384
919.921875,0.995013
921.875000,1.010144
923.828125,0.996691
925.781250,1.088941
927.734375,1.203891
929.687500,1.138726
931.640625,1.280010
933.593750,1.246715
935.546875,1.262053
937.500000,1.230664
939.453125,1.228911
941.406250,1.341565
943.359375,1.186410
945.312500,1.305233
947.265625,1.214808
949.218750,1.155097
951.171875,1.009002
953.125000,1.021360
955.078125,1.127267
957.031250,1.075505
958.984375,1.008460
960.937500,1.103928
962.890625,1.044007
964.843750,1.053688
966.796875,1.070928
968.750000,1.111614
970.703125,1.071227
972.656250,1.063306
974.609375,1.002747
976.562500,1.056099
978.515625,1.121338
980.468750,1.105284
982.421875,1.067297
984.375000,1.281959
986.328125,1.339294
988.281250,1.323970
990.234375,1.208087
992.187500,1.142557
994.140625,1.104462
996.093750,1.261232
998.046875,1.307817
1000.000000,1.253642
1001.953125,1.281790
1003.906250,1.200375
1005.859375,1.093826
1007.812500,1.174230
1009.765625,1.074586
1011.718750,1.123045
1013.671875,1.092004
1015.625000,0.999674
1017.578125,1.133381
1019.531250,0.963858
1021.484375,1.056803
1023.437500,1.203772
1025.390625,1.125759
1027.343750,1.212973
1029.296875,1.313535
1031.250000,1.294243
1033.203125,1.264648
1035.156250,1.269049
1037.109375,1.153839
1039.062500,1.228424
1041.015625,1.075654
1042.968750,1.254407
1044.921875,1.355826
1046.875000,1.231837
1048.828125,1.224926
1050.781250,1.164864
1052.734375,1.265860
1054.687500,1.253075
1056.640625,1.230812
1058.593750,1.085712
1060.546875,1.140955
1062.500000,1.247890
1064.453125,1.179768
1066.406250,1.162354
1068.359375,1.066223
1070.312500,1.026252
1072.265625,1.209572
1074.218750,1.111708
1076.171875,1.148453
1078.125000,1.144766
1080.078125,1.074370
1082.031250,1.070786
1083.984375,1.114422
1085.937500,1.132159
1087.890625,1.232573
1089.843750,1.299777
1091.796875,1.164591
1093.750000,1.018537
1095.703125,1.120004
1097.656250,1.057916
1099.609375,1.065998
1101.562500,1.144379
1103.515625,1.171093
1105.468750,0.954325
1107.421875,1.053100
1109.375000,1.220759
1111.328125,1.186653
1113.281250,1.251108
1115.234375,1.171999
1117.187500,1.133120
1119.140625,1.117382
1121.093750,1.115918
1123.046875,1.144969
1125.000000,1.077128
1126.953125,0.956709
1128.906250,1.109328
1130.859375,1.071460
1132.812500,1.092051
1134.765625,1.044119
1136.718750,1.066465
1138.671875,1.140965
1140.625000,1.144756
1142.578125,1.224736
1144.531250,1.249300
1146.484375,1.193218
1148.437500,1.160344
1150.390625,1.084897
1152.343750,1.177818
1154.296875,1.200263
1156.250000,1.120491
1158.203125,1.078436
1160.156250,1.219719
1162.109375,1.215687
1164.062500,1.236402
1166.015625,1.321640
1167.968750,1.256523
1169.921875,1.267384
1171.875000,1.381260
1173.828125,1.466528
1175.781250,1.413507
1177.734375,1.382235
1179.687500,1.334877
1181.640625,1.600793
1183.593750,1.558151
1185.546875,1.282893
1187.500000,1.183967
1189.453125,1.185929
1191.406250,1.272178
1193.359375,1.377807
1195.312500,1.236794
1197.265625,1.186623
1199.218750,1.202651
1201.171875,1.383296
1203.125000,1.387419
1205.078125,1.173643
1207.031250,0.983969
1208.984375,1.165379
1210.937500,1.189733
1212.890625,1.130896
1214.843750,1.096223
1216.796875,1.247392
1218.750000,1.158121
1220.703125,1.138555
1222.656250,1.056181
1224.609375,1.054703
1226.562500,1.174596
1228.515625,1.265981
1230.468750,1.345227
1232.421875,1.265887
1234.375000,1.224093
1236.328125,1.224595
1238.281250,1.193995
1240.234375,1.226469
1242.187500,1.094267
1244.140625,1.130947
1246.093750,0.978438
1248.046875,1.206837
1250.000000,1.139255
1251.953125,1.050147
1253.906250,1.028213
1255.859375,0.995504
1257.812500,1.130177
1259.765625,1.162501
1261.718750,1.124476
1263.671875,1.057096
1265.625000,1.174110
1267.578125,1.212211
1269.531250,1.280300
1271.484375,1.223029
1273.437500,1.252776
1275.390625,1.091761
1277.343750,1.159198
1279.296875,1.206850
1281.250000,1.135883
1283.203125,1.139353
1285.156250,1.191242
1287.109375,1.261176
1289.062500,1.263449
1291.015625,1.223862
1292.968750,1.213287
1294.921875,1.342554
1296.875000,1.377016
1298.828125,1.273957
1300.781250,1.382380
1302.734375,1.368528
1304.687500,1.427514
1306.640625,1.362518
1308.593750,1.462548
1310.546875,1.484381
1312.500000,1.471938
1314.453125,1.445445
1316.406250,1.481066
1318.359375,1.589740
1320.312500,1.665556
1322.265625,1.503065
1324.218750,1.428149
1326.171875,1.530686
1328.125000,1.384675
1330.078125,1.262699
1332.031250,1.319986
1333.984375,1.279600
1335.937500,1.373025
1337.890625,1.408514
1339.843750,1.199500
1341.796875,1.110175
1343.750000,1.249597
1345.703125,1.433809
1347.656250,1.408004
1349.609375,1.268308
1351.562500,1.147323
1353.515625,1.210559
1355.468750,1.257857
1357.421875,1.340180
1359.375000,1.255966
1361.328125,1.391451
1363.281250,1.369319
1365.234375,1.299863
1367.187500,1.350763
1369.140625,1.382843
1371.093750,1.273987
1373.046875,1.255982
1375.000000,1.137147
1376.953125,1.282574
1378.906250,1.313561
1380.859375,1.341946
1382.812500,1.293711
1384.765625,1.265450
1386.718750,1.410697
1388.671875,1.311926
1390.625000,1.240177
1392.578125,1.373604
1394.531250,1.272286
1396.484375,1.351833
1398.437500,1.327005
1400.390625,1.381625
1402.343750,1.267375
1404.296875,1.240664
1406.250000,1.321627
1408.203125,1.268841
1410.156250,1.139613
1412.109375,1.297554
1414.062500,1.453266
1416.015625,1.149275
1417.968750,1.351349
1419.921875,1.450445
1421.875000,1.361160
1423.828125,1.390336
1425.781250,1.411197
1427.734375,1.245312
1429.687500,1.322692
1431.640625,1.200928
1433.593750,1.207324
1435.546875,1.318401
1437.500000,1.268367
1439.453125,1.266944
1441.406250,1.201177
1443.359375,1.113515
1445.312500,1.207357
1447.265625,1.175679
1449.218750,1.108133
1451.171875,1.222685
1453.125000,1.045688
1455.078125,1.040801
1457.031250,1.090726
1458.984375,1.237745
1460.937500,1.049185
1462.890625,1.097079
1464.843750,1.119371
1466.796875,1.241129
1468.750000,1.383247
1470.703125,1.344229
1472.656250,1.286958
1474.609375,1.303600
1476.562500,1.246413
1478.515625,1.323659
1480.468750,1.270452
1482.421875,1.233021
1484.375000,1.194689
1486.328125,1.309985
1488.281250,1.269556
1490.234375,1.150964
1492.187500,1.100028
1494.140625,1.264845
1496.093750,1.297676
1498.046875,1.156872
1500.000000,1.219966
1501.953125,1.128870
1503.906250,1.038530
1505.859375,0.954783
1507.812500,1.150416
1509.765625,1.008482
1511.718750,1.110983
1513.671875,1.213372
1515.625000,1.032803
1517.578125,1.108024
1519.531250,1.006507
1521.484375,1.186631
1523.437500,1.270574
1525.390625,1.218067
1527.343750,1.162145
1529.296875,1.185207
1531.250000,1.233340
1533.203125,1.289813
1535.156250,1.276233
1537.109375,1.272442
1539.062500,1.195730
1541.015625,1.352629
1542.968750,1.326022
1544.921875,1.182547
1546.875000,1.305949
1548.828125,1.340371
1550.781250,1.317066
1552.734375,1.451309
1554.687500,1.319855
1556.640625,1.260857
1558.593750,1.269236
1560.546875,1.368576
1562.500000,1.381630
1564.453125,1.301889
1566.406250,1.217782
1568.359375,1.392822
1570.312500,1.473531
1572.265625,1.452758
1574.218750,1.422216
1576.171875,1.371569
1578.125000,1.327903
1580.078125,1.188265
1582.031250,1.264601
1583.984375,1.360363
1585.937500,1.252478
1587.890625,1.293738
1589.843750,1.317294
1591.796875,1.283338
1593.750000,1.336391
1595.703125,1.454287
1597.656250,1.390787
1599.609375,1.340378
1601.562500,1.303065
1603.515625,1.351534
1605.468750,1.139832
1607.421875,1.223741
1609.375000,1.215429
1611.328125,1.194741
1613.281250,1.138176
1615.234375,1.174327
1617.187500,1.164616
1619.140625,1.273905
1621.093750,1.146018
1623.046875,1.043612
1625.000000,1.128852
1626.953125,1.098760
1628.906250,1.125833
1630.859375,1.221044
1632.812500,1.104225
1634.765625,1.142656
1636.718750,1.307947
1638.671875,1.057356
1640.625000,1.145405
1642.578125,1.349787
1644.531250,1.313897
1646.484375,1.135972
1648.437500,1.203050
1650.390625,1.237987
1652.343750,1.245383
1654.296875,1.169916
1656.250000,1.075987
1658.203125,1.120296
1660.156250,1.291296
1662.109375,1.029530
1664.062500,1.151576
1666.015625,1.173771
1667.968750,1.149772
1669.921875,1.068173
1671.875000,1.270758
1673.828125,1.250891
1675.781250,1.042676
1677.734375,1.129727
1679.687500,1.156412
1681.640625,1.135569
1683.593750,1.123398
1685.546875,1.101824
1687.500000,1.136201
1689.453125,1.104108
1691.406250,1.050174
1693.359375,1.092349
1695.312500,1.177882
1697.265625,1.188546
1699.218750,1.115763
1701.171875,1.093012
1703.125000,1.100985
1705.078125,1.129121
1707.031250,1.115009
1708.984375,1.099564
1710.937500,1.257421
1712.890625,1.084745
1714.843750,1.086475
1716.796875,1.231527
1718.750000,1.204985
1720.703125,1.120956
1722.656250,1.108615
1724.609375,1.234002
1726.562500,1.108418
1728.515625,1.147904
1730.468750,1.148731
1732.421875,1.177199
1734.375000,1.277053
1736.328125,1.336507
1738.281250,1.414074
1740.234375,1.238321
1742.187500,1.130783
1744.140625,1.126997
1746.093750,1.279420
1748.046875,1.308281
1750.000000,1.211407
1751.953125,1.104697
1753.906250,1.252293
1755.859375,1.251036
1757.812500,1.255964
1759.765625,1.178462
1761.718750,1.197643
1763.671875,1.251348
1765.625000,1.419659
1767.578125,1.348105
1769.531250,1.231814
1771.484375,1.326061
1773.437500,1.370939
1775.390625,1.434849
1777.343750,1.405772
1779.296875,1.430166
1781.250000,1.503231
1783.203125,1.558507
1785.156250,1.500953
1787.109375,1.238458
1789.062500,1.281538
1791.015625,1.390588
1792.968750,1.336127
1794.921875,1.350277
1796.875000,1.303494
1798.828125,1.438709
1800.781250,1.362666
1802.734375,1.357495
1804.687500,1.329823
1806.640625,1.423364
1808.593750,1.338022
1810.546875,1.262257
1812.500000,1.320589
1814.453125,1.330933
1816.406250,1.276927
1818.359375,1.357270
1820.312500,1.196899
1822.265625,1.254571
1824.218750,1.217028
1826.171875,1.302822
1828.125000,1.350801
1830.078125,1.302436
1832.031250,1.296564
1833.984375,1.205775
1835.937500,1.151212
1837.890625,1.197178
1839.843750,1.312048
1841.796875,1.143853
1843.750000,1.169481
1845.703125,1.360908
1847.656250,1.233511
1849.609375,1.433882
1851.562500,1.348155
1853.515625,1.183863
1855.468750,1.308344
1857.421875,1.277671
1859.375000,1.226658
1861.328125,1.177888
1863.281250,1.220986
1865.234375,1.264333
1867.187500,1.241338
1869.140625,1.323000
1871.093750,1.378773
1873.046875,1.505714
1875.000000,1.315832
1876.953125,1.424334
1878.906250,1.498068
1880.859375,1.466635
1882.812500,1.596681
1884.765625,1.640848
1886.718750,1.606600
1888.671875,1.822661
1890.625000,1.968152
1892.578125,1.793695
1894.531250,1.887670
1896.484375,1.932508
1898.437500,2.061535
1900.390625,2.322560
1902.343750,2.660064
1904.296875,2.666104
1906.250000,2.492304
1908.203125,2.550620
1910.156250,2.756469
1912.109375,2.955420
1914.062500,3.002399
1916.015625,3.118035
1917.968750,3.016927
1919.921875,2.936150
1921.875000,3.138242
1923.828125,3.125851
1925.781250,3.208454
1927.734375,3.247228
1929.687500,3.303053
1931.640625,3.486589
1933.593750,3.683899
1935.546875,3.771370
1937.500000,3.832869
1939.453125,3.900445
1941.406250,3.862007
1943.359375,3.995841
1945.312500,4.353302
1947.265625,4.479301
1949.218750,4.625271
1951.171875,4.679261
1953.125000,4.826158
1955.078125,4.847383
1957.031250,5.139848
1958.984375,5.274537
1960.937500,5.342595
1962.890625,5.322999
1964.843750,5.472998
1966.796875,5.803879
1968.750000,5.879105
1970.703125,6.024917
1972.656250,6.270286
1974.609375,6.447896
1976.562500,6.582485
1978.515625,6.536805
1980.468750,6.685563
1982.421875,6.753623
1984.375000,6.780286
1986.328125,6.883041
1988.281250,6.958876
1990.234375,6.922242
1992.187500,6.959852
1994.140625,7.057499
1996.093750,7.365946
1998.046875,7.535275
2000.000000,7.742548
