freq_hz,coherence
0.000000,0.014201
0.781250,0.004530
1.562500,0.015077
2.343750,0.025030
3.125000,0.013207
3.906250,0.041811
4.687500,0.020647
5.468750,0.009739
6.250000,0.003169
7.031250,0.031451
7.812500,0.013768
8.593750,0.022514
9.375000,0.078033
10.156250,0.064858
10.937500,0.054559
11.718750,0.025025
12.500000,0.113372
13.281250,0.046884
14.062500,0.034413
14.843750,0.025760
15.625000,0.145360
16.406250,0.052906
17.187500,0.010080
17.968750,0.051428
18.750000,0.052336
19.531250,0.117095
20.312500,0.112482
21.093750,0.012167
21.875000,0.009195
22.656250,0.028815
23.437500,0.117004
24.218750,0.005559
25.000000,0.063678
25.781250,0.202532
26.562500,0.128670
27.343750,0.008336
28.125000,0.039521
28.906250,0.033774
29.687500,0.006281
30.468750,0.007680
31.250000,0.018438
32.031250,0.009621
32.812500,0.022342
33.593750,0.011277
34.375000,0.164925
35.156250,0.000772
35.937500,0.038136
36.718750,0.034124
37.500000,0.022100
38.281250,0.005105
39.062500,0.049822
39.843750,0.088639
40.625000,0.006214
41.406250,0.020103
42.187500,0.034323
42.968750,0.179060
43.750000,0.008636
44.531250,0.008760
45.312500,0.003539
46.093750,0.004002
46.875000,0.002963
47.656250,0.000891
48.437500,0.115110
49.218750,0.135694
50.000000,0.087830
50.781250,0.001192
51.562500,0.025840
52.343750,0.134595
53.125000,0.003353
53.906250,0.001867
54.687500,0.000408
55.468750,0.002202
56.250000,0.000544
57.031250,0.022717
57.812500,0.178091
58.593750,0.253802
59.375000,0.130054
60.156250,0.024078
60.937500,0.037364
61.718750,0.155339
62.500000,0.130184
63.281250,0.021484
64.062500,0.056354
64.843750,0.125420
65.625000,0.143869
66.406250,0.088964
67.187500,0.045322
67.968750,0.112320
68.750000,0.241295
69.531250,0.015885
70.312500,0.078740
71.093750,0.139807
71.875000,0.088401
72.656250,0.000721
73.437500,0.080418
74.218750,0.038474
75.000000,0.231175
75.781250,0.213756
76.562500,0.048267
77.343750,0.060716
78.125000,0.038557
78.906250,0.086403
79.687500,0.164044
80.468750,0.170078
81.250000,0.018897
82.031250,0.062750
82.812500,0.081665
83.593750,0.099886
84.375000,0.087469
85.156250,0.027344
85.937500,0.100727
86.718750,0.000331
87.500000,0.002832
88.281250,0.022108
89.062500,0.181009
89.843750,0.060877
90.625000,0.084609
91.406250,0.047263
92.187500,0.048387
92.968750,0.016452
93.750000,0.121878
94.531250,0.099438
95.312500,0.148927
96.093750,0.042105
96.875000,0.002640
97.656250,0.121032
98.437500,0.098593
99.218750,0.050238
100.000000,0.038916
100.781250,0.048074
101.562500,0.081281
102.343750,0.079934
103.125000,0.053376
103.906250,0.173083
104.687500,0.169153
105.468750,0.030471
106.250000,0.059372
107.031250,0.030780
107.812500,0.054437
108.593750,0.108086
109.375000,0.006201
110.156250,0.085389
110.937500,0.021691
111.718750,0.008541
112.500000,0.002177
113.281250,0.014972
114.062500,0.147820
114.843750,0.105644
115.625000,0.166730
116.406250,0.314472
117.187500,0.397118
117.968750,0.313916
118.750000,0.055369
119.531250,0.006075
120.312500,0.066097
121.093750,0.048867
121.875000,0.000167
122.656250,0.002578
123.437500,0.016708
124.218750,0.041889
125.000000,0.062108
125.781250,0.138427
126.562500,0.162588
127.343750,0.104128
128.125000,0.085009
128.906250,0.118138
129.687500,0.054911
130.468750,0.017346
131.250000,0.092878
132.031250,0.169671
132.812500,0.049465
133.593750,0.040948
134.375000,0.018521
135.156250,0.015974
135.937500,0.037972
136.718750,0.001230
137.500000,0.021966
138.281250,0.012931
139.062500,0.000868
139.843750,0.024720
140.625000,0.034707
141.406250,0.012565
142.187500,0.113481
142.968750,0.001561
143.750000,0.046905
144.531250,0.001049
145.312500,0.021369
146.093750,0.033465
146.875000,0.126184
147.656250,0.065892
148.437500,0.059392
149.218750,0.078288
150.000000,0.010822
150.781250,0.008881
151.562500,0.003548
152.343750,0.021945
153.125000,0.225221
153.906250,0.149790
154.687500,0.014218
155.468750,0.005156
156.250000,0.023278
157.031250,0.028495
157.812500,0.012177
158.593750,0.018709
159.375000,0.009521
160.156250,0.012138
160.937500,0.019876
161.718750,0.021057
162.500000,0.185980
163.281250,0.085471
164.062500,0.028436
164.843750,0.006100
165.625000,0.009527
166.406250,0.005904
167.187500,0.047202
167.968750,0.085133
168.750000,0.020980
169.531250,0.002260
170.312500,0.001835
171.093750,0.008147
171.875000,0.031274
172.656250,0.024394
173.437500,0.025412
174.218750,0.075609
175.000000,0.114002
175.781250,0.088221
176.562500,0.122063
177.343750,0.064649
178.125000,0.008112
178.906250,0.006513
179.687500,0.004697
180.468750,0.105998
181.250000,0.089490
182.031250,0.031176
182.812500,0.008802
183.593750,0.012334
184.375000,0.016851
185.156250,0.018904
185.937500,0.008509
186.718750,0.024974
187.500000,0.006972
188.281250,0.004369
189.062500,0.016522
189.843750,0.066232
190.625000,0.121974
191.406250,0.040408
192.187500,0.034973
192.968750,0.077757
193.750000,0.007333
194.531250,0.004240
195.312500,0.032339
196.093750,0.010149
196.875000,0.011233
197.656250,0.007305
198.437500,0.007990
199.218750,0.013008
200.000000,0.023509
200.781250,0.035710
201.562500,0.006935
202.343750,0.006887
203.125000,0.112325
203.906250,0.006854
204.687500,0.008742
205.468750,0.032635
206.250000,0.008550
207.031250,0.001752
207.812500,0.055621
208.593750,0.022764
209.375000,0.041053
210.156250,0.003233
210.937500,0.034959
211.718750,0.049988
212.500000,0.007942
213.281250,0.076864
214.062500,0.151235
214.843750,0.033050
215.625000,0.005994
216.406250,0.006923
217.187500,0.003383
217.968750,0.045796
218.750000,0.012807
