freq_hz,coherence
0.000000,0.185008
0.390625,0.319444
0.781250,0.156945
1.171875,0.073614
1.562500,0.013182
1.953125,0.001584
2.343750,0.036026
2.734375,0.072646
3.125000,0.072747
3.515625,0.079444
3.906250,0.003474
4.296875,0.010075
4.687500,0.168760
5.078125,0.098019
5.468750,0.177232
5.859375,0.039038
6.250000,0.009841
6.640625,0.097103
7.031250,0.023453
7.421875,0.001029
7.812500,0.017684
8.203125,0.079182
8.593750,0.021582
8.984375,0.120498
9.375000,0.085360
9.765625,0.062381
10.156250,0.057381
10.546875,0.070815
10.937500,0.130918
11.328125,0.036974
11.718750,0.197339
12.109375,0.122214
12.500000,0.074796
12.890625,0.051578
13.281250,0.110783
13.671875,0.107835
14.062500,0.117304
14.453125,0.028218
14.843750,0.165773
15.234375,0.239018
15.625000,0.207086
16.015625,0.043024
16.406250,0.010111
16.796875,0.042507
17.187500,0.057991
17.578125,0.123275
17.968750,0.033741
18.359375,0.153667
18.750000,0.286691
19.140625,0.105162
19.531250,0.025416
19.921875,0.298714
20.312500,0.070926
20.703125,0.015497
21.093750,0.014120
21.484375,0.252190
21.875000,0.150709
22.265625,0.400462
22.656250,0.257102
23.046875,0.017491
23.437500,0.168846
23.828125,0.231621
24.218750,0.005088
24.609375,0.000818
25.000000,0.055084
25.390625,0.019134
25.781250,0.067644
26.171875,0.002779
26.562500,0.160102
26.953125,0.015350
27.343750,0.005237
27.734375,0.030831
28.125000,0.042733
28.515625,0.010915
28.906250,0.036217
29.296875,0.136139
29.687500,0.047209
30.078125,0.019914
30.468750,0.183157
30.859375,0.268440
31.250000,0.114202
31.640625,0.018871
32.031250,0.016790
32.421875,0.107829
32.812500,0.035323
33.203125,0.141997
33.593750,0.025573
33.984375,0.089375
34.375000,0.176209
34.765625,0.242885
35.156250,0.091743
35.546875,0.098128
35.937500,0.143896
36.328125,0.034796
36.718750,0.010920
37.109375,0.065893
37.500000,0.215716
37.890625,0.037882
38.281250,0.015071
38.671875,0.030583
39.062500,0.018915
39.453125,0.045881
39.843750,0.005281
40.234375,0.099582
40.625000,0.033802
41.015625,0.090011
41.406250,0.047452
41.796875,0.059666
42.187500,0.037549
42.578125,0.079619
42.968750,0.098525
43.359375,0.072009
43.750000,0.033828
44.140625,0.099104
44.531250,0.231734
44.921875,0.070421
45.312500,0.246237
45.703125,0.122599
46.093750,0.079763
46.484375,0.010143
46.875000,0.041420
47.265625,0.181798
47.656250,0.195860
48.046875,0.004413
48.437500,0.021584
48.828125,0.030451
49.218750,0.009227
49.609375,0.014857
50.000000,0.089687
50.390625,0.056906
50.781250,0.106916
51.171875,0.078529
51.562500,0.053767
51.953125,0.051989
52.343750,0.166944
52.734375,0.195854
53.125000,0.164002
53.515625,0.251104
53.906250,0.050433
54.296875,0.093176
54.687500,0.002221
55.078125,0.002431
55.468750,0.028661
55.859375,0.045915
56.250000,0.005172
56.640625,0.079037
57.031250,0.087382
57.421875,0.082288
57.812500,0.021024
58.203125,0.028287
