freq_hz,coherence
0.000000,0.022263
1.220703,0.001754
2.441406,0.052056
3.662109,0.028157
4.882812,0.039724
6.103516,0.001262
7.324219,0.023898
8.544922,0.006945
9.765625,0.004320
10.986328,0.013930
12.207031,0.003743
13.427734,0.005414
14.648438,0.010509
15.869141,0.001355
17.089844,0.003906
18.310547,0.047709
19.531250,0.000723
20.751953,0.037936
21.972656,0.002655
23.193359,0.047684
24.414062,0.058524
25.634766,0.013114
26.855469,0.007036
28.076172,0.011667
29.296875,0.012150
30.517578,0.003882
31.738281,0.005566
32.958984,0.005103
34.179688,0.025049
35.400391,0.033852
36.621094,0.034163
37.841797,0.002175
39.062500,0.029089
40.283203,0.036491
41.503906,0.011774
42.724609,0.026346
43.945312,0.002238
45.166016,0.026997
46.386719,0.037399
47.607422,0.027538
48.828125,0.007433
50.048828,0.000474
51.269531,0.023475
52.490234,0.032226
53.710938,0.018772
54.931641,0.011423
56.152344,0.003123
57.373047,0.017799
58.593750,0.034958
59.814453,0.076719
61.035156,0.000943
62.255859,0.006124
63.476562,0.025016
64.697266,0.005213
65.917969,0.002801
67.138672,0.007496
68.359375,0.046801
69.580078,0.040056
70.800781,0.015682
72.021484,0.075585
73.242188,0.378324
74.462891,0.219766
75.683594,0.011743
76.904297,0.027701
78.125000,0.012834
79.345703,0.040419
80.566406,0.004010
81.787109,0.010085
83.007812,0.082346
84.228516,0.023821
85.449219,0.076585
86.669922,0.062433
87.890625,0.018269
89.111328,0.012717
90.332031,0.039117
91.552734,0.003742
92.773438,0.019445
93.994141,0.009969
95.214844,0.011672
96.435547,0.093658
97.656250,0.126870
98.876953,0.048304
100.097656,0.001280
101.318359,0.015003
102.539062,0.037550
103.759766,0.014425
104.980469,0.025260
106.201172,0.094105
107.421875,0.029009
108.642578,0.053826
109.863281,0.086710
111.083984,0.008344
112.304688,0.007861
113.525391,0.029017
114.746094,0.038845
115.966797,0.045247
117.187500,0.059618
118.408203,0.069082
119.628906,0.012849
120.849609,0.002310
122.070312,0.008429
123.291016,0.134527
124.511719,0.118841
125.732422,0.025609
126.953125,0.012114
128.173828,0.053087
129.394531,0.076309
130.615234,0.275164
131.835938,0.222120
133.056641,0.004302
134.277344,0.000408
135.498047,0.006545
136.718750,0.012763
137.939453,0.027042
139.160156,0.043136
140.380859,0.001527
141.601562,0.034944
142.822266,0.015039
144.042969,0.006979
145.263672,0.019742
146.484375,0.045859
147.705078,0.104740
148.925781,0.089139
150.146484,0.007794
151.367188,0.007955
152.587891,0.014732
153.808594,0.015130
155.029297,0.119333
156.250000,0.058382
157.470703,0.103388
158.691406,0.079095
159.912109,0.058418
161.132812,0.072821
162.353516,0.049080
163.574219,0.010947
164.794922,0.022291
166.015625,0.020975
167.236328,0.026895
168.457031,0.003126
169.677734,0.025323
170.898438,0.071391
172.119141,0.045523
173.339844,0.053978
174.560547,0.017852
175.781250,0.001750
177.001953,0.017717
178.222656,0.013072
179.443359,0.006599
180.664062,0.036187
181.884766,0.033075
183.105469,0.013885
184.326172,0.009407
185.546875,0.005754
186.767578,0.001916
187.988281,0.007855
189.208984,0.020489
190.429688,0.001402
191.650391,0.006108
192.871094,0.035799
194.091797,0.018154
195.312500,0.005826
196.533203,0.012728
197.753906,0.023082
198.974609,0.024963
200.195312,0.016410
201.416016,0.013377
202.636719,0.016670
203.857422,0.004352
205.078125,0.008533
206.298828,0.021356
207.519531,0.015836
208.740234,0.054141
209.960938,0.037096
211.181641,0.004098
212.402344,0.001619
213.623047,0.002493
214.843750,0.013281
216.064453,0.030413
217.285156,0.028600
218.505859,0.005587
219.726562,0.027566
220.947266,0.067142
222.167969,0.018424
223.388672,0.011085
224.609375,0.011277
225.830078,0.006522
227.050781,0.006931
228.271484,0.034018
229.492188,0.010234
230.712891,0.010882
231.933594,0.007557
233.154297,0.029222
234.375000,0.018735
235.595703,0.034078
236.816406,0.005629
238.037109,0.000272
