freq_hz,psd_fake
0.000000,0.000004
0.390625,0.000020
0.781250,0.000013
1.171875,0.000006
1.562500,0.000004
1.953125,0.000004
2.343750,0.000004
2.734375,0.000005
3.125000,0.000005
3.515625,0.000005
3.906250,0.000006
4.296875,0.000005
4.687500,0.000005
5.078125,0.000005
5.468750,0.000005
5.859375,0.000006
6.250000,0.000009
6.640625,0.000008
7.031250,0.000007
7.421875,0.000011
7.812500,0.000006
8.203125,0.000004
8.593750,0.000004
8.984375,0.000003
9.375000,0.000004
9.765625,0.000006
10.156250,0.000005
10.546875,0.000005
10.937500,0.000004
11.328125,0.000002
11.718750,0.000003
12.109375,0.000004
12.500000,0.000004
12.890625,0.000003
13.281250,0.000002
13.671875,0.000002
14.062500,0.000002
14.453125,0.000001
14.843750,0.000002
15.234375,0.000002
15.625000,0.000003
16.015625,0.000004
16.406250,0.000005
16.796875,0.000005
17.187500,0.000004
17.578125,0.000003
17.968750,0.000005
18.359375,0.000005
18.750000,0.000003
19.140625,0.000004
19.531250,0.000005
19.921875,0.000011
20.312500,0.000006
20.703125,0.000003
21.093750,0.000003
21.484375,0.000004
21.875000,0.000006
22.265625,0.000006
22.656250,0.000004
23.046875,0.000003
23.437500,0.000003
23.828125,0.000003
24.218750,0.000006
24.609375,0.000006
25.000000,0.000005
25.390625,0.000003
25.781250,0.000004
26.171875,0.000004
26.562500,0.000004
26.953125,0.000006
27.343750,0.000005
27.734375,0.000004
28.125000,0.000005
28.515625,0.000007
28.906250,0.000005
29.296875,0.000004
29.687500,0.000007
30.078125,0.000014
30.468750,0.000011
30.859375,0.000008
31.250000,0.000006
31.640625,0.000004
32.031250,0.000005
32.421875,0.000009
32.812500,0.000007
33.203125,0.000004
33.593750,0.000003
33.984375,0.000003
34.375000,0.000003
34.765625,0.000004
35.156250,0.000002
35.546875,0.000002
35.937500,0.000003
36.328125,0.000005
36.718750,0.000005
37.109375,0.000006
37.500000,0.000007
37.890625,0.000009
38.281250,0.000009
38.671875,0.000006
39.062500,0.000004
39.453125,0.000004
39.843750,0.000006
40.234375,0.000004
40.625000,0.000004
41.015625,0.000004
41.406250,0.000004
41.796875,0.000005
42.187500,0.000007
42.578125,0.000007
42.968750,0.000009
43.359375,0.000013
43.750000,0.000011
44.140625,0.000006
44.531250,0.000006
44.921875,0.000005
45.312500,0.000009
45.703125,0.000011
46.093750,0.000010
46.484375,0.000006
46.875000,0.000007
47.265625,0.000005
47.656250,0.000006
48.046875,0.000007
48.437500,0.000008
48.828125,0.000017
49.218750,0.000022
49.609375,0.000015
50.000000,0.000006
50.390625,0.000010
50.781250,0.000015
51.171875,0.000016
51.562500,0.000014
51.953125,0.000011
52.343750,0.000011
52.734375,0.000005
53.125000,0.000009
53.515625,0.000015
53.906250,0.000027
54.296875,0.000067
54.687500,0.000129
55.078125,0.000106
55.468750,0.000056
55.859375,0.000050
56.250000,0.000042
56.640625,0.000042
57.031250,0.000040
57.421875,0.000040
57.812500,0.000073
58.203125,0.000112
58.593750,0.000079
58.984375,0.000046
59.375000,0.000051
59.765625,0.000041
60.156250,0.000021
60.546875,0.000011
60.937500,0.000011
61.328125,0.000021
61.718750,0.000024
62.109375,0.000015
62.500000,0.000013
62.890625,0.000013
63.281250,0.000009
63.671875,0.000015
64.062500,0.000022
64.453125,0.000029
64.843750,0.000057
65.234375,0.000049
65.625000,0.000037
66.015625,0.000076
66.406250,0.000061
66.796875,0.000027
67.187500,0.000022
67.578125,0.000016
67.968750,0.000015
68.359375,0.000015
68.750000,0.000026
69.140625,0.000021
69.531250,0.000016
69.921875,0.000013
70.312500,0.000013
70.703125,0.000018
71.093750,0.000027
71.484375,0.000045
71.875000,0.000109
72.265625,0.000353
72.656250,0.000315
73.046875,0.000116
73.437500,0.000118
73.828125,0.000093
74.218750,0.000058
74.609375,0.000045
75.000000,0.000045
75.390625,0.000055
75.781250,0.000056
76.171875,0.000035
76.562500,0.000034
76.953125,0.000037
77.343750,0.000032
77.734375,0.000028
78.125000,0.000035
78.515625,0.000050
78.906250,0.000142
79.296875,0.000199
79.687500,0.000130
80.078125,0.000091
80.468750,0.000085
80.859375,0.000068
81.250000,0.000106
81.640625,0.000114
82.031250,0.000072
82.421875,0.000064
82.812500,0.000051
83.203125,0.000051
83.593750,0.000057
83.984375,0.000066
84.375000,0.000068
84.765625,0.000055
85.156250,0.000053
85.546875,0.000071
85.937500,0.000082
86.328125,0.000136
86.718750,0.000259
87.109375,0.000784
87.500000,0.001390
87.890625,0.000789
88.281250,0.000160
88.671875,0.000090
89.062500,0.000057
89.453125,0.000050
89.843750,0.000059
90.234375,0.000069
90.625000,0.000075
91.015625,0.000091
91.406250,0.000093
91.796875,0.000086
92.187500,0.000596
92.578125,0.002143
92.968750,0.001322
93.359375,0.000325
93.750000,0.000213
94.140625,0.000160
94.531250,0.000129
94.921875,0.000113
95.312500,0.000088
95.703125,0.000146
96.093750,0.000126
96.484375,0.000195
96.875000,0.000293
97.265625,0.000615
97.656250,0.001596
98.046875,0.001751
98.437500,0.001465
98.828125,0.001074
99.218750,0.000636
99.609375,0.000867
100.000000,0.000447
100.390625,0.000225
100.781250,0.000079
101.171875,0.000049
101.562500,0.000063
101.953125,0.000058
102.343750,0.000082
102.734375,0.000086
103.125000,0.000121
103.515625,0.000148
103.906250,0.000154
104.296875,0.000105
104.687500,0.000096
105.078125,0.000071
105.468750,0.000086
105.859375,0.000153
106.250000,0.000143
106.640625,0.000148
107.031250,0.000159
107.421875,0.000160
107.812500,0.000097
108.203125,0.000103
108.593750,0.000202
108.984375,0.000553
109.375000,0.001092
109.765625,0.001369
110.156250,0.001217
110.546875,0.000567
110.937500,0.000236
111.328125,0.000218
111.718750,0.000254
