freq_hz,psd_real
0.000000,0.000000
0.244141,0.000000
0.488281,0.000000
0.732422,0.000000
0.976562,0.000000
1.220703,0.000000
1.464844,0.000000
1.708984,0.000000
1.953125,0.000000
2.197266,0.000000
2.441406,0.000000
2.685547,0.000000
2.929688,0.000000
3.173828,0.000000
3.417969,0.000000
3.662109,0.000000
3.906250,0.000000
4.150391,0.000000
4.394531,0.000000
4.638672,0.000000
4.882812,0.000000
5.126953,0.000000
5.371094,0.000000
5.615234,0.000000
5.859375,0.000000
6.103516,0.000000
6.347656,0.000000
6.591797,0.000000
6.835938,0.000000
7.080078,0.000000
7.324219,0.000000
7.568359,0.000000
7.812500,0.000000
8.056641,0.000000
8.300781,0.000000
8.544922,0.000000
8.789062,0.000000
9.033203,0.000000
9.277344,0.000000
9.521484,0.000000
9.765625,0.000000
10.009766,0.000000
10.253906,0.000000
10.498047,0.000000
10.742188,0.000000
10.986328,0.000000
11.230469,0.000000
11.474609,0.000000
11.718750,0.000000
11.962891,0.000000
12.207031,0.000000
12.451172,0.000000
12.695312,0.000000
12.939453,0.000000
13.183594,0.000000
13.427734,0.000000
13.671875,0.000000
13.916016,0.000000
14.160156,0.000000
14.404297,0.000000
14.648438,0.000000
14.892578,0.000000
15.136719,0.000000
15.380859,0.000000
15.625000,0.000000
15.869141,0.000000
16.113281,0.000000
16.357422,0.000000
16.601562,0.000000
16.845703,0.000000
17.089844,0.000000
17.333984,0.000000
17.578125,0.000000
17.822266,0.000000
18.066406,0.000000
18.310547,0.000000
18.554688,0.000000
18.798828,0.000000
19.042969,0.000000
19.287109,0.000000
19.531250,0.000000
19.775391,0.000000
20.019531,0.000000
20.263672,0.000000
20.507812,0.000000
20.751953,0.000000
20.996094,0.000000
21.240234,0.000000
21.484375,0.000000
21.728516,0.000000
21.972656,0.000000
22.216797,0.000000
22.460938,0.000000
22.705078,0.000000
22.949219,0.000000
23.193359,0.000000
23.437500,0.000000
23.681641,0.000000
23.925781,0.000000
24.169922,0.000000
24.414062,0.000000
24.658203,0.000000
24.902344,0.000000
25.146484,0.000000
25.390625,0.000000
25.634766,0.000000
25.878906,0.000000
26.123047,0.000000
26.367188,0.000000
26.611328,0.000000
26.855469,0.000000
27.099609,0.000000
27.343750,0.000000
27.587891,0.000000
27.832031,0.000000
28.076172,0.000000
28.320312,0.000000
28.564453,0.000000
28.808594,0.000000
29.052734,0.000000
29.296875,0.000000
29.541016,0.000000
29.785156,0.000000
30.029297,0.000000
30.273438,0.000000
30.517578,0.000000
30.761719,0.000000
31.005859,0.000000
31.250000,0.000000
31.494141,0.000000
31.738281,0.000000
31.982422,0.000000
32.226562,0.000000
32.470703,0.000001
32.714844,0.000001
32.958984,0.000001
33.203125,0.000000
33.447266,0.000000
33.691406,0.000000
33.935547,0.000000
34.179688,0.000000
34.423828,0.000000
34.667969,0.000000
34.912109,0.000000
35.156250,0.000000
35.400391,0.000000
35.644531,0.000001
35.888672,0.000001
36.132812,0.000001
36.376953,0.000001
36.621094,0.000000
36.865234,0.000000
37.109375,0.000000
37.353516,0.000001
37.597656,0.000001
37.841797,0.000000
38.085938,0.000001
38.330078,0.000001
38.574219,0.000000
38.818359,0.000001
39.062500,0.000001
39.306641,0.000001
39.550781,0.000001
39.794922,0.000000
40.039062,0.000000
40.283203,0.000000
40.527344,0.000000
40.771484,0.000001
41.015625,0.000001
41.259766,0.000001
41.503906,0.000001
41.748047,0.000001
41.992188,0.000001
42.236328,0.000001
42.480469,0.000001
42.724609,0.000001
42.968750,0.000001
43.212891,0.000002
43.457031,0.000002
43.701172,0.000004
43.945312,0.000005
44.189453,0.000003
44.433594,0.000001
44.677734,0.000002
44.921875,0.000001
45.166016,0.000001
45.410156,0.000002
45.654297,0.000003
45.898438,0.000010
46.142578,0.000023
46.386719,0.000026
46.630859,0.000013
46.875000,0.000005
47.119141,0.000002
47.363281,0.000002
47.607422,0.000002
47.851562,0.000003
48.095703,0.000003
48.339844,0.000004
48.583984,0.000008
48.828125,0.000062
49.072266,0.000073
49.316406,0.000068
49.560547,0.000048
49.804688,0.000010
50.048828,0.000012
50.292969,0.000008
50.537109,0.000006
50.781250,0.000006
51.025391,0.000004
51.269531,0.000004
51.513672,0.000003
51.757812,0.000003
52.001953,0.000004
52.246094,0.000005
52.490234,0.000008
52.734375,0.000009
52.978516,0.000010
53.222656,0.000010
53.466797,0.000008
53.710938,0.000014
53.955078,0.000013
54.199219,0.000032
54.443359,0.000074
54.687500,0.000176
54.931641,0.000205
55.175781,0.000154
55.419922,0.000054
55.664062,0.000017
55.908203,0.000012
56.152344,0.000009
56.396484,0.000010
56.640625,0.000009
56.884766,0.000007
57.128906,0.000007
57.373047,0.000030
57.617188,0.000068
57.861328,0.000107
58.105469,0.000166
58.349609,0.000181
58.593750,0.000157
58.837891,0.000096
59.082031,0.000038
59.326172,0.000015
59.570312,0.000015
59.814453,0.000025
60.058594,0.000024
60.302734,0.000016
60.546875,0.000014
60.791016,0.000013
61.035156,0.000022
61.279297,0.000013
61.523438,0.000019
61.767578,0.000024
62.011719,0.000022
62.255859,0.000016
62.500000,0.000014
62.744141,0.000022
62.988281,0.000033
63.232422,0.000035
63.476562,0.000024
63.720703,0.000015
63.964844,0.000011
64.208984,0.000027
64.453125,0.000046
64.697266,0.000085
64.941406,0.000147
65.185547,0.000225
65.429688,0.000244
65.673828,0.000231
65.917969,0.000200
66.162109,0.000129
66.406250,0.000074
66.650391,0.000041
66.894531,0.000011
67.138672,0.000012
67.382812,0.000021
67.626953,0.000023
67.871094,0.000016
68.115234,0.000011
68.359375,0.000014
68.603516,0.000011
68.847656,0.000012
69.091797,0.000020
69.335938,0.000020
69.580078,0.000019
69.824219,0.000026
70.068359,0.000021
70.312500,0.000026
70.556641,0.000053
70.800781,0.000056
71.044922,0.000056
71.289062,0.000046
71.533203,0.000034
71.777344,0.000032
72.021484,0.000030
72.265625,0.000072
72.509766,0.000109
72.753906,0.000196
72.998047,0.000139
73.242188,0.000110
73.486328,0.000544
73.730469,0.000524
73.974609,0.000158
74.218750,0.000116
74.462891,0.000125
74.707031,0.000088
74.951172,0.000063
75.195312,0.000030
75.439453,0.000027
75.683594,0.000027
75.927734,0.000041
76.171875,0.000039
76.416016,0.000031
76.660156,0.000035
76.904297,0.000051
77.148438,0.000060
77.392578,0.000051
77.636719,0.000037
77.880859,0.000041
78.125000,0.000043
78.369141,0.000039
78.613281,0.000038
78.857422,0.000030
79.101562,0.000023
79.345703,0.000038
79.589844,0.000038
79.833984,0.000041
80.078125,0.000060
80.322266,0.000058
80.566406,0.000040
80.810547,0.000028
81.054688,0.000023
81.298828,0.000037
81.542969,0.000040
81.787109,0.000059
82.031250,0.000069
82.275391,0.000064
82.519531,0.000074
82.763672,0.000091
83.007812,0.000081
83.251953,0.000093
83.496094,0.000095
83.740234,0.000080
83.984375,0.000056
84.228516,0.000041
84.472656,0.000064
84.716797,0.000079
84.960938,0.000081
85.205078,0.000075
85.449219,0.000038
85.693359,0.000041
85.937500,0.000062
86.181641,0.000076
86.425781,0.000107
86.669922,0.000129
86.914062,0.000226
87.158203,0.000676
87.402344,0.001348
87.646484,0.001061
87.890625,0.000549
88.134766,0.000229
88.378906,0.000217
88.623047,0.000143
88.867188,0.000106
89.111328,0.000084
89.355469,0.000057
89.599609,0.000083
89.843750,0.000063
90.087891,0.000064
90.332031,0.000056
90.576172,0.000048
90.820312,0.000067
91.064453,0.000070
91.308594,0.000098
91.552734,0.000117
91.796875,0.000164
92.041016,0.000532
92.285156,0.001321
92.529297,0.001316
92.773438,0.000551
93.017578,0.000235
93.261719,0.000223
93.505859,0.000253
93.750000,0.000128
93.994141,0.000080
94.238281,0.000066
94.482422,0.000068
94.726562,0.000052
94.970703,0.000070
95.214844,0.000120
95.458984,0.000110
95.703125,0.000123
95.947266,0.000117
96.191406,0.000113
96.435547,0.000088
96.679688,0.000170
96.923828,0.000164
97.167969,0.000447
97.412109,0.000463
97.656250,0.001289
97.900391,0.003927
98.144531,0.004750
98.388672,0.007745
98.632812,0.003551
98.876953,0.000963
99.121094,0.000523
99.365234,0.000518
99.609375,0.000355
99.853516,0.000360
100.097656,0.000312
100.341797,0.000332
100.585938,0.000313
100.830078,0.000208
101.074219,0.000204
101.318359,0.000183
101.562500,0.000118
101.806641,0.000115
102.050781,0.000121
102.294922,0.000091
102.539062,0.000063
102.783203,0.000044
103.027344,0.000052
103.271484,0.000075
103.515625,0.000089
103.759766,0.000120
104.003906,0.000117
104.248047,0.000157
104.492188,0.000215
104.736328,0.000137
104.980469,0.000171
105.224609,0.000134
105.468750,0.000125
105.712891,0.000137
105.957031,0.000124
106.201172,0.000151
106.445312,0.000151
106.689453,0.000146
106.933594,0.000186
107.177734,0.000114
107.421875,0.000198
107.666016,0.000226
107.910156,0.000160
108.154297,0.000158
108.398438,0.000192
108.642578,0.000179
108.886719,0.000190
109.130859,0.000251
109.375000,0.000445
109.619141,0.000702
109.863281,0.000842
110.107422,0.001185
110.351562,0.001056
110.595703,0.000554
110.839844,0.000269
111.083984,0.000266
111.328125,0.000206
111.572266,0.000270
111.816406,0.000158
112.060547,0.000208
112.304688,0.000191
112.548828,0.000207
112.792969,0.000257
113.037109,0.000226
113.281250,0.000219
113.525391,0.000226
113.769531,0.000252
114.013672,0.000332
114.257812,0.000363
114.501953,0.000316
114.746094,0.000324
114.990234,0.000230
115.234375,0.000400
115.478516,0.000450
115.722656,0.000505
115.966797,0.001176
116.210938,0.002026
116.455078,0.001770
116.699219,0.001213
116.943359,0.000756
117.187500,0.000339
117.431641,0.000306
117.675781,0.000179
117.919922,0.000162
118.164062,0.000118
118.408203,0.000175
118.652344,0.000220
118.896484,0.000336
119.140625,0.000280
119.384766,0.000220
119.628906,0.000164
119.873047,0.000143
120.117188,0.000142
120.361328,0.000179
120.605469,0.000141
120.849609,0.000097
121.093750,0.000114
121.337891,0.000133
121.582031,0.000140
121.826172,0.000147
122.070312,0.000203
122.314453,0.000184
122.558594,0.000176
122.802734,0.000133
123.046875,0.000132
123.291016,0.000138
123.535156,0.000150
123.779297,0.000092
124.023438,0.000063
124.267578,0.000085
124.511719,0.000088
124.755859,0.000084
125.000000,0.000088
125.244141,0.000100
125.488281,0.000079
125.732422,0.000062
125.976562,0.000047
126.220703,0.000054
126.464844,0.000049
126.708984,0.000061
126.953125,0.000047
127.197266,0.000049
