freq_hz,coherence
0.000000,0.005694
0.156250,0.254301
0.312500,0.560727
0.468750,0.374383
0.625000,0.266463
0.781250,0.411421
0.937500,0.653473
1.093750,0.092303
1.250000,0.357211
1.406250,0.088645
1.562500,0.523301
1.718750,0.003399
1.875000,0.406975
2.031250,0.128837
2.187500,0.015452
2.343750,0.126167
2.500000,0.388696
2.656250,0.060296
2.812500,0.040163
2.968750,0.314044
3.125000,0.008636
3.281250,0.399844
3.437500,0.424116
3.593750,0.304123
3.750000,0.459469
3.906250,0.052558
4.062500,0.011506
4.218750,0.133526
4.375000,0.251806
4.531250,0.142697
4.687500,0.229537
4.843750,0.050709
5.000000,0.001943
5.156250,0.317507
5.312500,0.562260
5.468750,0.227324
5.625000,0.268598
5.781250,0.017463
5.937500,0.026628
6.093750,0.012308
6.250000,0.010673
6.406250,0.423700
6.562500,0.338942
6.718750,0.007084
6.875000,0.117723
7.031250,0.152512
7.187500,0.141815
7.343750,0.136818
7.500000,0.262961
7.656250,0.130530
7.812500,0.540974
7.968750,0.204629
8.125000,0.080892
8.281250,0.159463
8.437500,0.127997
8.593750,0.062334
8.750000,0.276297
8.906250,0.175996
9.062500,0.323529
9.218750,0.091171
9.375000,0.039475
9.531250,0.486354
9.687500,0.170450
9.843750,0.028015
10.000000,0.184642
10.156250,0.099293
10.312500,0.109708
10.468750,0.250985
10.625000,0.082769
10.781250,0.027820
10.937500,0.170465
11.093750,0.135857
11.250000,0.009974
11.406250,0.114636
11.562500,0.120325
11.718750,0.285616
11.875000,0.342794
12.031250,0.293391
12.187500,0.083098
12.343750,0.134410
12.500000,0.211539
12.656250,0.049869
12.812500,0.145721
12.968750,0.239844
13.125000,0.016276
13.281250,0.059711
13.437500,0.279478
13.593750,0.489545
13.750000,0.152112
13.906250,0.234230
14.062500,0.113048
14.218750,0.016888
14.375000,0.268517
14.531250,0.466403
14.687500,0.289791
14.843750,0.207555
15.000000,0.136757
15.156250,0.281527
15.312500,0.063468
15.468750,0.013797
15.625000,0.367818
15.781250,0.073192
15.937500,0.077822
16.093750,0.211488
16.250000,0.525607
16.406250,0.263846
16.562500,0.113103
16.718750,0.228226
16.875000,0.388677
17.031250,0.083659
17.187500,0.209489
17.343750,0.171552
17.500000,0.325765
17.656250,0.596784
17.812500,0.594381
17.968750,0.146733
18.125000,0.075226
18.281250,0.117730
18.437500,0.279044
18.593750,0.024718
18.750000,0.195862
18.906250,0.482478
19.062500,0.621490
19.218750,0.027213
19.375000,0.111613
19.531250,0.308109
19.687500,0.130003
19.843750,0.044588
20.000000,0.363623
20.156250,0.163191
20.312500,0.131491
20.468750,0.044691
20.625000,0.105671
20.781250,0.038059
20.937500,0.181265
21.093750,0.181189
21.250000,0.338879
21.406250,0.007456
21.562500,0.079286
21.718750,0.068702
21.875000,0.078949
22.031250,0.112578
22.187500,0.345262
22.343750,0.106369
22.500000,0.014283
22.656250,0.002280
22.812500,0.359354
22.968750,0.402571
23.125000,0.151488
23.281250,0.285581
23.437500,0.249629
23.593750,0.143987
23.750000,0.200182
23.906250,0.096716
24.062500,0.295310
24.218750,0.356742
24.375000,0.288122
24.531250,0.123323
24.687500,0.157990
24.843750,0.225178
25.000000,0.101114
25.156250,0.115239
25.312500,0.164739
25.468750,0.076377
25.625000,0.116346
25.781250,0.195538
25.937500,0.478308
26.093750,0.187194
26.250000,0.266628
26.406250,0.020780
26.562500,0.134443
26.718750,0.074130
26.875000,0.078088
27.031250,0.130504
27.187500,0.082878
27.343750,0.408368
27.500000,0.072718
27.656250,0.382134
27.812500,0.038217
27.968750,0.212213
28.125000,0.077565
28.281250,0.014223
28.437500,0.314158
28.593750,0.269490
28.750000,0.080114
